Sentiment,Review
Neg,bought thi vehicl use 1995 becaus wa expect first child sport car would ani longer thi wa first choic sport util time price wa right paid 12 000 00 onli 40 000 mile wa driven older gentleman kept excel condit onli use 4 wheel drive snow ha eddi bauer packag power window door rear window defrost cruis control tow packag love first onli year start problem check engin light would come whenev stop would go spent 3 week shop problem found way home shop wouldnt know light came onli thi time never went shop ford dealer said wa sensor gave bill 856 84 left almost tear two week later start process rear anti lock brake light three year later still drive thi light one figur fix make long stori short 6 year replac oil pump 5 time brake couldnt tell mani time item relat engin mani time final rebuilt 1999 still problem stall time ha 152 000 mile love drive thi type vehicl run correctli see go even pour rain live boondock realli need thi type vehicl get driveway time would recommend sport util heartbeat thi particular one ha cost almost twice paid mechan bill part thi vehicl oil pump batteri water pump fuel pump count break within certain number mile whenev get close mileag part stay close home wrecker servic thi area speed dial cell phone
Neg,bought 1990 ford bronco 2 year ago ha 350 5 8l v8 4x4 bought 5000 00 spent much plu get fix one owner befor got ran realli great first windshield leak front roof leak everytim rain insid truck get wet also leak wear pedal current shop get back brake replac plu seal axl brake destroy engin ha 800 00 worth work done replac left window motor twice left door lock motor onc air condition also work replac exhaust system 4x4 ha also replac know im forget thing onli get 12 mpg ga price way cost around 200 00 month right 175 000 plu mile veri big headach littl person feel veri safe thi big truck onli good thing buy thi vehicl ani one ha bronco wish best luck think time get someth el
Neg,search decid thi truck littl isuzu conk bought thi truck 13000 mile thi husband truck dont like drive sometim truck dont like tri fair truck plain pickup truck noth fanci xlt 2 door regular cab ha 4 cylind engin automat transmiss featur automat steer steer handl well respond touch antilock brake work air condit cool quickli heat take littl longer kick power window thi ha neat featur wish van ignit switch button oper power window use door hasnt open alway end put key back van switch oper window stereo cassett cd player shutoff switch airbag passeng side onli switch key thi great safeti featur small child ride passeng seat toddler car seat third window truck back windshield thi window slide back forth like slide glass door comfort seat belt adjust comfort seat ha lumbar support help ea strain ride drive much leg room dash board seat seat slide back forth adjust onli room two peopl thi truck third seat belt would small child ride comfort instrument panel conveni easi reach driver passeng like like way steer respond like safeti switch airbag dont like like way handl wet route truck light feel slide rain strong wind truck sway power thi truck okay drive freeway without get run ranger drive okay regular traffic drive regular road go hill steep bridg feel like strain keep speed time like thi wish straight shift bed truck big enough hold good size load use move daughter furnitur drive stabl ha load would use thi truck pull boat trailer ha problem light tell door open come door close lock think husband final got fix nois level thi truck high husband say normal still sound aw noisi would buy anoth one drive back forth work haul groceri fine would take trip mountain
Neg,okay im total anti ford explor decent car think fireston tire thing major concern 2000 2001 explor doesnt handl well car class name jeep grand cheroke nissan pathfind comparison mayb one bodi thing explor put togeth differ part rather mold one piec steel know 2000 explor sold 3 month cant touch Modern 2001 pathfind 1998 jeep lea befor explor problem instanc wa lot rattl whenev got car drive could sort ping nois car wa supposedli excel shape drove okay constantli felt like wa drive big truck would flip quick turn pathfind new jeep expens suv except merced explor major posit keyless entri great headlight incred bright nice thing live rural area jeep comput pathfind better stereo relat featur see pathfind review make lose good deal use new explor say definit pas would check pathfind jeep drive lot around curv interst befor pick one suv handl import thing e doe feel like car truck think explor finish last class
Neg,2001 ford explor may consid new think sure smell new shini look modern mechan underneath anyth new explor start life 1990 wa time break handl nice truck lot room peopl pet cargo everyth well public react make best sell sport util vehicl countri ever sinc ha held titl see practic reason whi american hold thi suv dear number hour behind wheel compani jet black 2001 explor 4x4 4 door xl explor doe everyth well 90 american driver afforment room reliabl tow abil resal valu made hit one 10 american would find explor lack compar new suv explor feel everi bit 10 year old dont get wrong 1991 explor 5 year wa new like compar newer suv jeep grand cheroke one steer feel dead handl like much bigger vehicl stock ford stereo among worst sound system heard modern car stereo cassett unit veri bad accoust get normal drive volum stereo need half way crank spend littl go new ground 2002 model handl much better roomier final truli compet modern crop suv
Neg,use thi car note use part wa sold much nicer honda accord first thing notic test drive 97 explor bumpi ride shock littl hard even suv go speedbump 5mph feel like drive boulder ani car 3 day normal drive fill ga tank probabl time need oxygen mask drive pollut thi thing tremend typic ani wonder ford bare within state legal limit even brand new ga mileag advertis 15 16 v8 doesnt achiev even found normal drive condit could get mayb 12 mile gallon wa lucki normal got 10 11 averag pretti terribl ye suspens thi explor wa horrend everi time brake suspens creak groan stress tri fix warranti noth could done even replac entir suspens system help plu driver side seatbel
Neg,mother 3 small child decid time come purchas minivan read mani car magazin could get hand narrow search ford windstar sel honda odyssey ex model new 1999 onli one offer automat door seemingli great featur mother small kid time windstar 5 star safeti rate odyssey wa rate windstar wa readili avail odyssey 6 week wait windstar wa nicer look vehicl purchas windstar take long realiz made terribl mistak pick vehicl notic door close flush vehicl servic depart repair one month later car batteri die pick carpool back servic depart sinc time servic depart rear view mirror fall ga gaug accur door mold fall click nois steer column howev onli problem repair thi day vehicl time exhibit surg sensat go drive revers vice versa fix addit automat door huge safeti concern ford dealer tell automat door retract automat someth way dont tell need exhibit forc door thi adult thi done although bruis befor howev small child easili injur addit button autom door locat within reach child thi make fun toy child nightmar parent may think wa unfortun get lemon howev search internet found high number windstar owner experienc problem encount also read owner front wheel fall mani electr problem read child foot wa badli injur door consid purchas thi vehicl suggest visit www cartrack com www edmund com look forum town hall amaz number unhappi windstar owner also mention ford motor compani ha one worst custom servic depart ever come across want speak supervisor wait call home luck case close windstar may nice look insid rememb look arent everyth
Neg,upfront begin tell ford fan ha noth opinion write famili 5 travel hawaii vacat reserv mini van big island cours didnt know get take whatev gave u rental agenc ford gm toyota whatev well gave u ford windstar wa fine walk van wa nice look van thought thi would nice experi get dislik past ford product bad experi first problem wa couldnt even fit luggag hatchback area go back seat one person sit ye know could pack lighter believ within reason limit troubl get plane fact didnt max limit next problem wa first time driver undefended driver door wack head becaus door kind curv make pay attent everi time open door stitch involv nasti look cut durat trip next problem middl seat back doesnt go way edg vehicl like astro safari adult ride middl seat difficulti get comfort sightse lot get last complaint ha noth ford laugh left rental agenc kona flew honolulu rent anoth van week got anoth windstar ask someth differ didnt anyth avail sinc alreadi paid befor vacat didnt heart walk away tri differ rental agenc know futur wont rent buy ford windstar good point like said begin nice look vehicl doe drive nice particularli like rear control air condit
Neg,origin lea 1998 ford windstar love turn end lea bought 1999 windstar anticip enjoy also hate first doesnt look sleek 98 secondli sometim ride like truck car wonder experi 98 dont understand happen 99 doesnt much room 98 either good thing doe rear door side bad thing onli enter second rear seat one side would veri help enter side also longer door lock automat lock rear door sound system good though buy thi vehicl never mini van befor love becaus wont ani comparison also doe ride well 1st 5000 mile great long highway trip money probabl one best valu get even though dont love car say total aw car never purchas 98 would probabl think great ha done great safeti test
Neg,bought 1999 windstar se august 1999 look windstar honda odyssey nissan quest dodg caravan decid windstar even though would prefer odyssey didnt want wait 3 month pay invoic end complet load woodland green se model becaus end 1999 model year onli sel could find wa gold onli option didnt add wa back sensor beep thing thi basic sel without two tone paint like like control veri logic place larg drink drink holder doesnt block radio control quest wa worst thi like look veri nice look van opinion love dual remot control slide door two year old love play button turn main control onli use remot right im concern safeti stuck larg plastic key holder box dealership door close dent veri small hand way would test hand worth risk salesman though door open back veri easi get 2 kid 10 month old 2 1 2 year old ha veri nice albeit noisi ride drive lot like 1998 honda accord replac accord windstar dont like windshield washer button end blinker control cant tell mani time ive wash windshield turn corner lol thi might seem petti drive crazi noisi term squeak rattl gener road nois poor insul older son like sit way back bare hear talk quieter caravan though slam middl two finger right hand passeng slide door first time close insid handl placement veri poorli design dont complet wrap finger around handl watch close door insid im afraid close ive never gotten 15 mile per gallon drive 80 highway manufactur claim 17 citi 23 highway dealer said noth wrong drive though becaus get 15 mpg husband taho ha huge v 8 engin weigh twice much thi necessarili bad minivan would buy thi car im alreadi wish new one thi car repair yet 6 month heard weird transmiss nois put revers also shift revers drive clunk sometim lurch updat 1 11 04 thi car 3 5 year ha 38 000 mile complaint repair nuisanc howev last summertime replac entir steer system cost 1 400 cruis control begin ha onli work want work necessarili want work cant fix becaus alway seem work take shop rear air stop work luckili turn fuse automat door occasion dont work transmiss reprogram doesnt clunk anymor process tri sell thi car replac 2004 honda pilot absolut love
Neg,fortun pay thi minivan took deliveri april 1999 compani vehicl ive driven compani vehicl sinc 1973 look alway purchas afterward thi windstar probabl first except 28 year drove home dealer park driveway hood look like condens unfortun thi wa poor paint job look like someon use aerosol paint immedi took back dealer wa met complet indiffer wa told take round back collis centr wouldnt replac hood would onli repaint three day later arriv home new windstar paint job 12 mile odomet onc weather warm engin began ping prematur deton fuel mixtur 1800 rpm heard sort reason ashtray must van gas play radio thi corrupt processor 7 time thi ping septemb 2000 engin rattl bad clunk standstil total seiz 25 000 mile took week replac recycl engin instal ford dealer would provid loaner onc weather warm 2001 ping start second engin thi time went anoth ford dealer next town thi dealer wa excel within two visit almost elimin ping recalibr processor instal new style valv cover ha addit baffl prevent oil vapor burnt poor point radio cut passeng get van thi annoy listen news park lot radio sometim stay driver remov key leav van thi happen power window still live thi appear drain batteri sever time alway check befor exit horn difficult use must first find seam larg airbag cover onli part sound horn quit danger windshield appear badli shape area right front driver wont clean properli ici weather seat rather thin small wa europ recent small econobox car proper seat actual wide comfort windstar ha lot wast space either side seat roof windstar ha strang seam either side appear fill hard putti paint soon crack thi materi rear speaker intermitt becaus poorli design spring load contact slide door often clean get rear speaker work damp weather plastic panel squeak rear licenc plate shield light holder broke huge turn circl make van cumberson park tight locat good point good safeti rate heat air condit work well nice secure orang rear turn signal instead confus red one engin quit power harsh work hard fuel economi actual bad long highway run
Neg,purchas 1999 windstar novemb 1998 initi car oper perfectli howev 10 200 mile car lock drive noth could would get move 25 second car surg forward veri fast slam brake keep hit car cross front light turn green car oper normal dealer tampa replac sever comput transmiss part assur everyth wa ok three week after dealer could find noth wrong car upon move alabama juli car repeat lock explain dealer wa safeti issu could kill acceler stop sign car refus move 20 second surg traffic could find noth wrong tech bulletin ford address problem januari 2000 left sit busi intersect car refus go 15 20 second surg traffic ford dealer contact region rep promis new transmiss one week three one half week later transmiss arriv seem ok second week note transmiss abruptli downshift 42 mile per hour slow veri quickli even though wa acceler wa though downshift 1 dealer gain access tech bulletin adjust transmiss today drove found transmiss doe downshift 42 mph downshift 53 mile per hour much ford tech bulletin much reliabl job one written complaint call nhtsb done noth call ford sever time without success ha anyon el similar problem avail lemon law ford offer financi incent purchas anoth ford product
Neg,updat jan 03 hello updat windstar review requir tend keep vehicl long period may care plan keep vehicl 3 year plea read updat bottom never thought would buy mini van never like shape look like bug saw someon drive 1999 ford windstar fell love sent husband look fell love whi first let explain 2 child one booster seat one infant seat plu husband 6 foot 6 inch upgrad car bigger car suv mini van car seat husband could fit car anymor tri numer suv none price rang around 25k could fit husband seat way back infant carrier got windstar fit veri comfort husband final drive car without hi knee hi chest onli place fit behind 2nd bench row even sit second row veri comfort purchas lx model 2 door one automat door addit money spent wa leari howev fantast mani time kid run car wait open door anymor press button get start get buckl found mini van get excel mileag go 260 mile full tank befor get ga car user friendli love overhead compart come back seat headphon jack kid listen music dont main thing like keep 3rd row seat becaus never know go need howev dont lot room groceri also sell cargo net realli includ safeti bag good wont fall foot one tip matter car purchas almost could afford monthli payment thi car went onlin found dealership near u one use special onlin sell drove 10 mile u got 3 000 save becaus use internet locat keep eye open jan 05 04 updat mini van 4 year 6 month put somewhat averag mile 62 000 mile say look sell car asap get anoth ford windstar sinc car wa 1 year old major mechan problem cours problem big small completli cover warrenti 2 new transmiss new axel 8 tire servic regularli includ rotat fuel pump problem mani recal automat door problem new brake ad humm el line flush air condition fix cd player replac entir power slide door mechan replac new front rear break pad rotor think anyth el well im sure come unfortunatli also major problem sinc warrent expir pay pocket sinc warrent expir juli 2002 spent 4500 car part servic includ normal servic shock problem take car dealer find problem also seem dealer troubl correct problem first time becaus somehow alway seem go back get problem fix 2 3 time befor actual get correct yet servic peopl never fail remind import thing get excel rate ani survey card receiv afterword yeah like gon na happen insid everyth ok still like look space price etc never get ford windstar due mechan problem car onli 49 000 mile provabl servic record
Neg,vehicl review article 1999 ford windstar mini van thi compani lea vehicl present assign new crown vic order thi van underpow three aerostar van preced thi van ha abil sound like pick speed onli illus engin rev sound power ala see speedomet climb faster thi underpow roomi creatur comfort averag averag ga mileag 15 mpg mile freeway thi vehicl would ok choic primari chore wa tote junior soccer mom supermarket thi van use commerci oper chevi astro would better choic
Neg,went vacat girlfriend famili washington dc milwauke rent ford winstar drive well wa huge mistak first minivan realli crampt five u squish togeth leg room trunk area pretti small ton wast space dash board seat smaller could put drink holder onc got road found loud van wa sat back van could even talk person front becaus car wa loud two main sourc nois road vent vent ceil let thi loud hiss nois whenev also couldnt listen radio becaus speaker back couldnt hear front speaker nois engin think wa v 6 wa underpow took lot acceler van drove like tank mani extra featur also new van air condit bare work overal wa realli disappoint car come expect ford never rent ford car van
Neg,love moment mom drove new windstar said next van would like white wa time trade old van jump chanc get 1999 windstar low mile 36 000 still bit warranti left sad say wasnt enough time find wa truli wrong newli acquir vehicl first week light began flicker insid assum door wa ajar warn light wa illumin found wa one mani sensor insid door luckili wa replac free warranti within week came new problem back windshield wiper would work onli slam back hatch door anoth sensor Evergreen State told bill wa replac sensor yet week later wa blink thi time wa inform faulti switch would cost u repair needle say dont back wiper moment soon thi notic rear view mirror vibrat drive road figur wa need balanc tire align done thi help vibrat wa get wors thought noth el could go wrong found could servic engin light continu come amount time expens comput test find valid reason problem transmiss wa shift rather hard ask dealer could wa inform 1999 windstar notori transmiss troubl thi rebuild job cost 1600 00 repair anyth el van go trade soon possibl heard thi year windstar two type 1999 windstar first one never ha problem ha grate owner second 1999 windstar got problem could pack one vehicl guess one bought
Neg,first would like everyon know thi first time epinion becaus want everyon know problem wih 99sel bought van last jan 99 mom wa suppos get odyssey minivan wait 3 6 month perform actual mom van realli take good care 15 month onli 8000 mile dealer lot time differ problem first one notic blemish left rear behind slide door qualiti control notic big blemish like wa imposs miss dealer got van brought bodyshop problem dealership nice amp help took 2 day got back wa fix electron display van wa report charg problem goback dealer wa altern replac altern thi wa solv biggest problem automat slide door one day wont shut tight close open littl bit door anoth visit dealer adjust wa ok start back dealer adjust got wors could hear scratch someth insid rail point get tire thi problem gon na chang two slide door still fix think lemon becaus think thi van first batch come whi ha thi problem onna call ford soon
Neg,bought vehicl wa 1 year old 32000 mile look terrif bought extend warranti year half follow replac rear window motor replac tire replac brake 700 00 4 safeti relat recal replac front windshield wiper motor replac heater vent damper 300 00 mostli labor wouldnt heat check engin light came replac valv cover revis design two week later check engin light came thi time replac intak manifold gasket revis design plu bunch emiss control stuff appar got ruin bad gasket even though ford paid portion coupl repair warranti pay deduct pay rental car onli loaner onc onli help defray one rental onc major repair wa cover warranti spent sever thousand dollar keep vehicl run cours year half issu tri fix squeak thump bump rattl plastic interior piec got warp sun gasket fall time around door overal sloppi assembl bad fit finish action speak louder anyth could write meant keep thi van 10 year wa bad dump year half
Neg,bought 1999 windstar lx use toward end pregnanc third child thi first minivan want make sure wa well rate safe lot check around first 8 month went without incid sinc noth problem iron start immedi follow recal servic first problem wa wire issu die way home tow found wire appar cut dashboard thi wa cover found warranti expir mileag year told salesman 1 year almost 18 000 mile left wa drive home pick servic notic check engin light wa upon check manual return home said drive vehicl 3 cycl befor take servic found week later oxygen sensor need replac also cover least get take diagnost charg whoever test drove servic seen check engin light anyway move next wa idl problem could start car would run long foot ga pedal appar valv wa get stuck open replac immedi thi problem wa fix travel georgia visit friend upon tri return home transmiss went 30 000 mile luckili onli thing happen overdr light start flash highway minut return friend hous read incid van acceler take revers 2 week tri go home lot stress made home infant two son time school start got dealer cover half cost hidden warranti dont tell call p05 p07 wa still 1200 needle say onli never buy anoth ford would strongli agre state aw ford custom servic search internet windstar find much inform transmiss steer rack problem caravan say custom servic suppos improv dont believ sell car know problem good custom servic thi ha known problem year
Neg,wa shop new vehicl want someth bigger thought want mini van room kid dog lot stuff quick poll peopl realiz matter brand either love hate went local dealer found 1999 ford windstar lx wa nice van onli 46000 mile luckili went saturday afternoon agreement wa reach would drive sunday easter come back final deal monday test drive dealer fine except door sensor ding whenev hit big bump wa told wa common would clean fix realli enjoy comfort driver chair wa truli like live room chair ergonom control great girlfriend love ride well wa sold aspect van howev began drive easter dinner mechan natur van began show first sensor door beep flash hit hard bump began beep flash almost ani swelling curv veri aggrav distract worrisom highway speed steer wa aw veri mushi lack better word could turn wheel almost quarter turn respons van would lurch direct turn everi transmiss would slip littl brake gave onc twice sit stop light luckili paid thing yet wa abl return lot read night found problem rather common windstar took beast back dealer monday morn drove home older nissan pathfind mile may comfort doubt drive ten year well hunr thousand mile think windstar bewar
Neg,bought 1999 windstar decemb 2000 26 000 mile bargiend dealer got 6 year 120k warrenti first impress like deep red like good wine henc name dark cabernet red interior wa nicley appoint look like wa done cheap tire also cheap blame dealer replac good radio good c comfert fit famili 6 drivetrain 3 8 v 6 ha plenti get go get 17 around towan 23 interst transsmisson usual shift smothli handl fine doe becom bit hard handl emerg situat fairli easi control dealer put ameri gener tire replac good set dunlop brake ok interior cheap sever small plastic bit fell rear c control fell dure hard brake rear c work well seat comfert road trip famili never complain cd cassett deliv pleanti good rich sound reliabl complaint whi longer thi van ford doesnt make good tranni thi one wa except wa wors normal whent around 60k fortunatli extend warrenti pick plu numoru electr issu interior wa fall apart wasnt well built usual windstar problem littl reserch like car tracker see mean wouldnt reccomend thi ani one
Neg,thi updat review previous done almost two year ago first wife test drove sever competitor time befor decid ford windstar sel becaus friend wa fleet manag one ford dealership wa abl purchas thi vehicl thousand dollar le wa good thing becaus time went would use money save repair need done warranti expir evalu sever area vehicl handl veri similar competitor van upgrad suspens 16 alloy wheel go turn speed elicit bodi roll expect tall vehicl turn radiu could better toyota honda best ford thi measur power steer thi vehicl somewhat boost tast mean numb road feel sen detach road suspens absorb larg small bump veri well point almost feel like larg cruis ship 0 60 thi mini van approxim 9 5 second make one fastest minivan avail much credit handl deriv use windstar platform actual use tauru platform comfort could almost live captain chair standard thi vehicl even ha power lumbar support front seat onli thing miss memori seat seven peopl definit fit thi vehicl comfort toyota honda long trip ani seat elicit lower back pain freeway drive elicit 71db sound level meter comparison toyota honda regist 70db wind nois subdu onli engin nois rev somewhat loud even today mini van doesnt emit ani squeak rattl interior featur power seat driver passeng seat power lumbar support leather seat fm stereo cassett cd board diagnost comput outsid temperatur compass power mirror power window keyless entri remot open close slide door thi wa first year ford introduc addit slide door driver side auto headlight featur interior child light fake wood trim tint window separ c heat compressor front rear passeng babi view mirror garag door coin cuphold secur alarm auto anti glare rearview mirror time honda mini van offer leather seat unless went aftermarket place done ingres egress onli weak second row captain chair moveabl one side move similar car onli two door like two kid car seat take second row difficult adult enter third row sit may want choos second row bench seat passeng room sit third row easili get driver seat front passeng seat veri easi becaus larg door low step height similar larg passeng automobil drivetrain thi mini van weak four speed automat overdr defeat long uphil climb transmiss hunt right gear use transmiss smooth work properli problem experienc transmiss wa 29 511 mile use mini van rebuild transmiss ye transmiss rebuilt cours thi expens repair 1200 happen origin factori warranti end dealership deni claim warranti servic even though origin factori warranti wa 36 month 36 000 mile transmiss failur happen 40th month ownership also found later wa one three 1999 windstar local transmiss shop wa work problem problem ford use low qualiti materi produc transmiss replac part cours high gear qualiti materi saw pinion gear look like 100 000 mile wear design problem contribut thi transmiss ford tauru transmiss design vehicl weigh 800 lb le windstar reliabl work sinc 3 5 year ownership four time power slide door repair becaus alway pop back open dure hot day even today still happen time time one time cabl close driver side power slide door replac becaus cabl actual broke said detail abov drivetrain section transmiss rebuilt recent driver door handl plu intern mechan replac becaus ford use plastic part thi high use area ensur replac economi ga mileag thi vehicl par mini van epa rate 19 citi 23 highway right target luckili thi mini van use regular unlead unlik honda toyota recommend premium ga tank size veri larg 26 gallon great cruis rang insur thi vehicl similar competitor fairli inexpens safeti thi vehicl ha anti lock brake front side air bag five star crash rate around wa one first minivan obtain thi safeti rate newest competitor honda toyota mazda five star safeti rate summari thi mini van compet easili competitor drivabl handl comfort interior featur unfortun ha poor reliabl experi veri hesit recommend thi vehicl anyon becaus reliabl issu fine famili need rent one use special trip long haul prepar pay price fix repair daili ford wife feel late
Neg,let tell stori decid would consid purchas thi vehicl thi dealer ani lea 99 windstar year half ago freehold ford new jersey pick van dealer notic larg tear carpet thi ask dealer prep alway charg dont know agre would replac order carpeting wa also miss 1 origin key told never produc bring van could make key ok new carpet readi bring leav 2 day pick look carpet appear instal blind man offens blind tell leav anoth day fix well taken care sun wife lower visor proce drop dangl hang thread order new visor arriv leav van anoth day replac month go open rear hatch door proce fall head seem one piston support door went bad replac time order new one anoth day shop month go power slide door doesnt alway work rear interior light fell wont stay put revers sensor stop work bring van back freehold ford onc leav day repair everyth repair cant find problem door door still onli oper want time goe transmiss leak bring back keep 5 day give back say fix guess still leak door still isnt oper properli back goe keep 4 day decid order new transmiss call come process take almost 2 month wait power steer goe interior power door button fall wont go back ye final enough go manag freehold ford explain everyth ha gone tell want lea tell ha speak ford region rep get back inform rep told get lea becaus minor problem lemon law doe appli also call ford custom di servic besid total useless rep rude want strangl tran leav van 4 day current situat transmiss leak power steer oper properli power slide door still oper whenev want call ford wa told rep whatev feel ask manag freehold ford could speak rep said would call rep get back never even 3 request im cut ford product tell ford freehold ford give damn custom would think ford paper news everi day get neg press would littl inclin show world bad public isnt true decid
Neg,bought thi vehicl 6 month ago birth second child felt need littl room admit bought car becaus look good exterior beauti opinion color choic mani downfal interior im leather seat person sel onli come leather seat heat dashboard ha typic american car look rear seat fold veri easili must say ride smooth loud ford serv purpos famili room lot trunk space dont feel spend 30 000
Neg,stori begin rent 1999 ford windstar lx becaus 1998 nissan maximum wa shop routin check mechan went park car 5mph run garag wall car wa get fix nearbi dealership gave u rental week love despit articl consum report tell potenti buyer buy thi vehicl pleasant time get drive vehicl cant help notic size 201in talk length also talk height thi vehicl 66 5in thing dont pose big problem though becaus visibl great especi glass ton head room floor pan low make ford windstar easi get onli thing disappoint thi van wa amount standard featur simplest thing like cd player center consol standard middl captain chair would nice probabl got u buy windstar becaus lack standard featur price stick maximum lastli dont mind pay 30 000 van le standard equip grand caravan grand voyag question reliabl 1999 ford windstar van
Neg,99 windstar great van haul famili 5 except engin spark knock nois first notic 7 000 mile current 17 000 ive back dealer five time time say normal unless nois heard dure cruis speed rattl cruis speed dure acceler whenev feel like ive use three differ ga octan still nois highest octan work best imagin ga expens van rate 87 octan far fuel economi goe 19 mpg get van engin nois notic hotter weather condit hotter louder nois annoy believ result major engin repair futur seem get progress worst opinion mechan flaw cant convinc dealer ford also notic thi World Wide Web site indic engin nois opinion well
Neg,l ike href content 51265113732 geo chevrolet metro tini ford aspir ha ultim goal mind excel fuel economi point point transport buy ford aspir aspir someth thi car fuel save micro machin set unfortun let inc ford aspir introduct 1994 replac festiva ha come 2 trim line 2 door hatchback 4 door hatchback test car 1 3 liter sohc 4 cylind engin ha use sinc introduct engin put remain last year 97 63 horsepow 5 000 rpm 74 lb ft torqu 3 000 rpm ford offer 2 transmiss aspir 3 speed automat 5 speed manual gear box drive impress line acceler would expect car pump 63 hors power front wheel via 3 speed automat veri slow im sure standard 5 speed manual transmiss would increas perform bit still talk car 63 hors curb weight around 2 100lb even 5 speed gear box would save grace thi car light stand start ford aspir full throttl almost doesnt know first car stall preoccupi look much intimid car next realiz driver need move hurri doe best scoot light unfortun best come form buzzi exhaust note ton engin nois poor shift acceler could match 18 speed bicycl handl also exactli someth write home 13 wheel tini 90 7 wheelbas make thi car veri skittish poor road surfac suspens doesnt help thi car achiev ani driver confid twisti cruis 1997 ford aspir say uninvolv quit annoy 1 3 liter engin final doe reach freeway speed limit still veri loud wind road engin nois plagu cabin car brake despit dinosaur set disc brake front drum rear brake wa quit good brake aspir assur rel quick emerg stop littl fade fuel economi 1997 ford aspir rate 34 citi 42 highway yet observ around 28 citi 32 highway thi significantli lower observ rate undoubtedli due option 3 speed automat wa equip tester interior accommod interior unlik perform thi car expect despit tini size thi car actual rel roomi room find ford escort instrument cluster easi read dash look cheap doe materi thi car cheap kid toy like plastic ford ha alway love use economi car aspir except amen far option list includ 4 speaker cassett player air condit power steer driver front passeng air bag standard seat stiff offer lumbar support found rel comfort superior seat href content 51265113732 geo chevrolet metro front leg room adequ like compact rear veri cramp seat rear fold offer boat load cargo room someth expect exterior innov doubt seen exterior ford aspir almost everywher road despit product onli 4 full year befor demis 1997 bodi aspir veri oval almost remind egg wheel believ thi opinion share mani wheel also veri small 13 thi exacerb thi unattract egg theme test aspir came rear spoiler semi sporti hubcap im sure thi made thi car look sporti made look like mistak price reliabl back 97 ford aspir ran around 10 000 12 000 depend option equip today peopl sell 97 ford aspir ask le 3 000 go dealer use car lot expect pay around 4 000 car veri reliabl past 8 year accord mani owner although sneaki suspicion car share problem 100k mile due engin constantli work overtim keep car speed car consid 1 hyundai accent 2 ford escort 3 geo metro href content 51265113732 http www epinion com content 51265113732 review 4 pontiac sunfir 5 chevrolet cavali 6 vw jetta 7 honda civic href content 59101580932 http www epinion com content 59101580932 review 8 vw golf 9 daewoo lano 10 kia spectrum href content 61327838852 http www epinion com content 61327838852 review happi car shop
Neg,im car person see vehicl onli mean get point point dont know cylind x liter engin anyth like dont care never probabl never thi whi sever year ago wa look ford escort pretti low price avail color want lot power honda civic po spite sputter die desert highway sever month befor everyth work knew color want payment readi wa readi sign paper drive lot brand new car wa probabl littl eager get new car ride bu work everi day three month discov insur folk consid escort sport vehicl want charg twice much per month car payment would wa crush bitterli return car lot see el offer salesman im sure wa almost disappoint wa make sale point toward ford lowest level vehicl aspir understand ford aspir wa onli offer 97 see vehicl could certainli understand whi aspir ugli vehicl cant imagin could sold enough model warrant offer 98 imagin round geo metro wait imagin egg ye giant egg someon morbid sen humor fit tire skinni littl thing almost imposs find replac go flat know thi person experi twice tini car wa however amaz open hood incred minut engin wa spend mani hour grope around old honda engin past cur everi time couldnt reach vital bolt becaus cramp space sigh pathet thought tri navig around even tinier engin aspir fact onli big thing car trunk space let give idea big im drummer seven piec kit fit 22 bass drum trunk without fold seat fill rest car rest drum hardwar still drive quit comfort despit fact even two year im still littl embarrass nanoo nanoo vehicl fold back seat half space car becom trunk space impress anoth impress aspect ga mileag aspir flagship featur suppos ha pathet small ga tank 8 gallon take 250 mile often go 300 mile tank road trip get excit pretti decent ga mileag lot trunk space dont mind drive around giant chicken egg go ahead get thi car cheap otherwis dont make mistak made shop around see el get
